texto,label
Paciente com histórico de alergia relata leve reação cutânea. Acompanhado por familiar.,atencao
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa.",urgente
"Paciente relata cansaço e mal-estar leve nos últimos dias. Paciente do sexo masculino, 62 anos.",atencao
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Sem histórico médico relevante.",atencao
Paciente apresenta dor torácica intensa e falta de ar súbita.,urgente
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Sem histórico médico relevante.,urgente
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Sem histórico médico relevante.",atencao
"Paciente relata tosse persistente há uma semana, sem falta de ar.",atencao
Vacinação de rotina realizada sem intercorrências.,normal
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Encaminhado pelo pronto atendimento.",atencao
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Histórico de comorbidades relatado.",urgente
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Paciente do sexo feminino, 45 anos.",normal
"Resultado de exame de rotina normal, sem necessidade de intervenção.",normal
Exame oftalmológico de rotina sem achados relevantes. Histórico de comorbidades relatado.,normal
"Raio-x de tórax sem alterações, paciente assintomático.",normal
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Sem histórico médico relevante.",urgente
"Dor lombar moderada, sem sinais neurológicos associados. Paciente do sexo feminino, 45 anos.",atencao
"Resultado de exame de rotina normal, sem necessidade de intervenção.",normal
"Paciente relata bem-estar geral, sinais vitais normais. Acompanhado por familiar.",normal
"Resultado de exame de rotina normal, sem necessidade de intervenção. Sem histórico médico relevante.",normal
Paciente relata cansaço e mal-estar leve nos últimos dias. Encaminhado pelo pronto atendimento.,atencao
"Paciente relata check-up de rotina, sem queixas relevantes. Acompanhado por familiar.",normal
"Resultado de exame de rotina normal, sem necessidade de intervenção. Histórico de comorbidades relatado.",normal
Exame oftalmológico de rotina sem achados relevantes. Encaminhado pelo pronto atendimento.,normal
"Consulta de retorno, paciente estável, sem sintomas novos. Encaminhado pelo pronto atendimento.",normal
"Dor lombar moderada, sem sinais neurológicos associados. Sem histórico médico relevante.",atencao
Paciente com convulsões recorrentes e perda de consciência. Encaminhado pelo pronto atendimento.,urgente
"Paciente relata tosse persistente há uma semana, sem falta de ar. Paciente do sexo masculino, 62 anos.",atencao
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Sem histórico médico relevante.",atencao
"Pequena ferida com sinais iniciais de inflamação, sem pus. Sem histórico médico relevante.",atencao
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Histórico de comorbidades relatado.",urgente
"Hemograma completo dentro da normalidade, sem sinais de infecção. Paciente do sexo feminino, 45 anos.",normal
"Paciente comparece para avaliação preventiva anual, tudo normal. Paciente do sexo feminino, 45 anos.",normal
Paciente relata cansaço e mal-estar leve nos últimos dias. Encaminhado pelo pronto atendimento.,atencao
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Paciente do sexo masculino, 62 anos.",urgente
"Dor lombar moderada, sem sinais neurológicos associados. Sem histórico médico relevante.",atencao
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Histórico de comorbidades relatado.",atencao
Paciente apresenta dor torácica intensa e falta de ar súbita. Encaminhado pelo pronto atendimento.,urgente
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Sem histórico médico relevante.",urgente
"Paciente relata bem-estar geral, sinais vitais normais. Acompanhado por familiar.",normal
"Pequena ferida com sinais iniciais de inflamação, sem pus. Sem histórico médico relevante.",atencao
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Encaminhado pelo pronto atendimento.",atencao
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Acompanhado por familiar.",atencao
"Paciente comparece para avaliação preventiva anual, tudo normal. Encaminhado pelo pronto atendimento.",normal
"Paciente relata check-up de rotina, sem queixas relevantes.",normal
Exame oftalmológico de rotina sem achados relevantes. Sem histórico médico relevante.,normal
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Acompanhado por familiar.",normal
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional.",atencao
Paciente com convulsões recorrentes e perda de consciência. Histórico de comorbidades relatado.,urgente
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Encaminhado pelo pronto atendimento.",atencao
"Consulta de retorno, paciente estável, sem sintomas novos. Acompanhado por familiar.",normal
Paciente relata cansaço e mal-estar leve nos últimos dias. Histórico de comorbidades relatado.,atencao
"Hemograma completo dentro da normalidade, sem sinais de infecção. Paciente do sexo feminino, 45 anos.",normal
Paciente relata cansaço e mal-estar leve nos últimos dias. Encaminhado pelo pronto atendimento.,atencao
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Sem histórico médico relevante.",urgente
Vacinação de rotina realizada sem intercorrências. Histórico de comorbidades relatado.,normal
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Encaminhado pelo pronto atendimento.",normal
"Raio-x de tórax sem alterações, paciente assintomático. Paciente do sexo feminino, 45 anos.",normal
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Sem histórico médico relevante.",atencao
"Pressão arterial levemente elevada, recomendado acompanhamento. Paciente do sexo masculino, 62 anos.",atencao
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Paciente do sexo masculino, 62 anos.",atencao
"Reação alérgica grave com edema de glote e dificuldade respiratória. Paciente do sexo masculino, 62 anos.",urgente
"Raio-x de tórax sem alterações, paciente assintomático. Acompanhado por familiar.",normal
Vacinação de rotina realizada sem intercorrências. Histórico de comorbidades relatado.,normal
Paciente apresenta dor torácica intensa e falta de ar súbita. Histórico de comorbidades relatado.,urgente
"Paciente comparece para avaliação preventiva anual, tudo normal.",normal
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Paciente do sexo masculino, 62 anos.",atencao
Paciente relata cansaço e mal-estar leve nos últimos dias.,atencao
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Paciente do sexo feminino, 45 anos.",urgente
"Paciente relata tosse persistente há uma semana, sem falta de ar. Histórico de comorbidades relatado.",atencao
Paciente relata cansaço e mal-estar leve nos últimos dias. Sem histórico médico relevante.,atencao
Reação alérgica grave com edema de glote e dificuldade respiratória. Encaminhado pelo pronto atendimento.,urgente
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Histórico de comorbidades relatado.",urgente
Exame oftalmológico de rotina sem achados relevantes. Encaminhado pelo pronto atendimento.,normal
"Paciente apresenta dor torácica intensa e falta de ar súbita. Paciente do sexo masculino, 62 anos.",urgente
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Paciente do sexo feminino, 45 anos.",atencao
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa.",urgente
"Raio-x de tórax sem alterações, paciente assintomático. Acompanhado por familiar.",normal
"Resultado de exame de rotina normal, sem necessidade de intervenção. Sem histórico médico relevante.",normal
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Encaminhado pelo pronto atendimento.",urgente
Reação alérgica grave com edema de glote e dificuldade respiratória. Histórico de comorbidades relatado.,urgente
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Acompanhado por familiar.",urgente
Exame oftalmológico de rotina sem achados relevantes. Histórico de comorbidades relatado.,normal
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Sem histórico médico relevante.",urgente
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Histórico de comorbidades relatado.,urgente
Reação alérgica grave com edema de glote e dificuldade respiratória. Encaminhado pelo pronto atendimento.,urgente
"Resultado de exame de rotina normal, sem necessidade de intervenção. Encaminhado pelo pronto atendimento.",normal
"Pequena ferida com sinais iniciais de inflamação, sem pus.",atencao
Paciente com convulsões recorrentes e perda de consciência.,urgente
"Paciente relata tosse persistente há uma semana, sem falta de ar. Sem histórico médico relevante.",atencao
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Encaminhado pelo pronto atendimento.",atencao
"Trauma craniano grave após acidente, paciente inconsciente. Histórico de comorbidades relatado.",urgente
"Pressão arterial levemente elevada, recomendado acompanhamento. Acompanhado por familiar.",atencao
Reação alérgica grave com edema de glote e dificuldade respiratória. Encaminhado pelo pronto atendimento.,urgente
"Pequena ferida com sinais iniciais de inflamação, sem pus.",atencao
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Paciente do sexo feminino, 45 anos.",atencao
"Consulta de retorno, paciente estável, sem sintomas novos. Paciente do sexo masculino, 62 anos.",normal
Sinais de acidente vascular cerebral: perda de força e fala arrastada.,urgente
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Acompanhado por familiar.",atencao
"Resultado de exame de rotina normal, sem necessidade de intervenção. Acompanhado por familiar.",normal
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Acompanhado por familiar.,urgente
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Histórico de comorbidades relatado.,urgente
Vacinação de rotina realizada sem intercorrências. Acompanhado por familiar.,normal
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Histórico de comorbidades relatado.",atencao
"Trauma craniano grave após acidente, paciente inconsciente.",urgente
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Sem histórico médico relevante.",atencao
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Sem histórico médico relevante.",atencao
"Paciente com febre alta e rigidez de nuca, suspeita de meningite.",urgente
"Hemograma completo dentro da normalidade, sem sinais de infecção. Sem histórico médico relevante.",normal
Paciente com convulsões recorrentes e perda de consciência. Histórico de comorbidades relatado.,urgente
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Sem histórico médico relevante.,urgente
"Hemograma completo dentro da normalidade, sem sinais de infecção.",normal
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Encaminhado pelo pronto atendimento.",normal
"Consulta de retorno, paciente estável, sem sintomas novos. Acompanhado por familiar.",normal
